,name,price,type,제품명,"수입품의 경우 생산자, 수입자 및 제조국",식품의 유형,제조업소의 명칭과 소재지,"제조연월일(포장일 또는 생산연도), 유통기한 ","포장단위별 내용물의 용량(중량), 수량",원재료명 및 함량,영양성분,유전자 변형 식품의 경우 표시,소비자 안전을 위한 주의사항,수입식품인 경우 “수입식품안전관리특별법에 따른 수입신고를 필함”의 문구,소비자 상담 관련 전화번호,품명 및 모델명,의료기기법상 허가 신고 번호 및 광고사전심의필 유무,정격전압/소비전력,출시년월,제조사,제조국,제품의 사용목적 및 사용방법,취급시 주의사항,품질보증기준,A/S 책임자,품목 또는 명칭,"포장단위별 내용물의 용량(중량), 수량, 크기",생산자,농수산물의 원산지 표시에 관한 법률에 따른 원산지,"제조연월일(포장일 또는 생산연도), 유통기한",관련법상 표시사항,상품구성,보관방법 또는 취급방법,기능정보,"섭취량, 섭취방법, 섭취시 주의사항 및 부작용 발생 가능성",영양정보,질병의 예방 및 치료를 위한 의약품이 아니라는 내용의 표현,KC 인증 필 유무,에너지소비효율등급,크기,발행자,유효기간,교환권 공급자,이용조건,이용 가능 매장,환불조건 및 방법,소비자상담 관련 전화번호,"크기,무게",주요 사양,"법에 의한 인증, 허가 등을 받았음을 확인할 수 있는 경우 그에 대한 사항",A/S 책임자와 전화번호 또는 소비자상담 관련 전화번호,용량 또는 중량,제품 주요 사양,사용기한 또는 개봉 후 사용기간,사용방법,화장품제조업자 및 화장품책임판매업자,화장품법에 따라 기재·표시하여야 하는 모든 성분,기능성 화장품의 경우 화장품법에 따른 식품의약품안전처 심사필 유무,사용할 때 주의사항,소비자상담관련 전화번호,제품 소재,색상,치수,품목 및 제품명,용도 및 제형,제조연월 및 유통기한,"중량, 용량, 매수","효과,효능",제조국 및 제조사,어린이 보호포장 대상 제품 유무,제품에 사용된 화학물질 명칭,사용상 주의사항,신고번호 또는 승인번호,품명,구성품,주요 소재,배송 설치 비용,제품구성,세탁방법/취급시 주의사항,서비스 제공 사업자,"취소, 중도해약, 해지 조건 및 환불기준","취소, 환불방법",재질,수입식품안전관리특별법에 따른 수입신고,종류,소재,이동통신 가입조건,도서명,저자,출판사,쪽수,출간일,목차 또는 책소개
153,슈팅스타 미니 무선 BLDC모터 휴대용 안마기 마사지기 마사지건 (핑크 / 블랙 / 실버),"44,900원",health,,,,,,,,,,,,,"MVP-2050,MVP-2060,MVP-2070",,"100-240V,DC5V,2.1A/25W",2021.03,"제조사 - SHENZHEN TONGMAN TECHNOLOGY CO., LTD / 수입자 - 미래바이텍",중국,,,구매후 1년 무료 AS가능(고객님의 사유 AS는 고객님 부담입니다.),㈜미래바이텍/1522-6766,,,,,,,,,,,,,Y,해당사항 없음,180x40x140(mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"[쇼핑백/방수밴드 증정] 동국제약 마데카솔/메디패치 ""Try It""세트","19,900원",health,,,,,,,,,,,,,마데카솔 연고 8g 외,,,,동국제약주식회사,대한민국,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,소비자 상담실 080-569-8607 (수신자부담),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,국산 아르떼 새부리형 스탠다드 핏 컬러 마스크_50매,"13,900원",health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,,,상품상세설명 참조,,,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,
156,[기간특가] 휴족시간 쿨링시트 6매입 x 4개,"13,900원",health,,,,,,,,,,,,,휴족시간 쿨링시트 6매입,,,,라이온코리아주식회사,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,해당없음,070-4155-8055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,렉스타 무릎형 단단한재질 발트임 의료용 압박스타킹 압박용밴드 중압 (201),"34,400원",health,,,,,,,,,,,,,"Compression Stockings, Rxtar 201",수신 05-649 광고심의필 유,대상아님,199508,Elastin Therapy.(주)도고메디칼,상품상세설명 참조,혈액이 고이는 것을 방지하기 위하여 신체의 일부분을 탄력으로 압박하거나 잡아주는 의료기기,착용시 손.발톱.반지.시계등에 걸리지 않도록 유의하세요.상세설명참조,대상아님,(주)도고메디칼 / 02-3664-8080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,MS스포츠테이프(5cmx5M)_3롤/테이핑/키네시오/스포츠테이핑/근육테이프,"14,500원",health,,,,,,,,,,,,,의약외품 MS스포츠 근육테이프,,,,3ns테이프,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,의약외품,031-905-6771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"""스누피 이미지 추가"" 스누피 닥터클린 3중 MB필터 덴탈마스크 소형/대형 50매","6,600원",health,,,,,,,,,,,,,상품상세설명 참조,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,032-203-8856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"[특가+증정] ""너와나의 쿨한시간"" 휴족시간 쿨링시트 24매+다목적 살균티슈 10매x1개",27%,health,,,,,,,,,,,,,휴족시간 쿨링시트 6매입,,,,라이온코리아주식회사,일본,,,,,,,,,,,,,,,,,,,,,,,,,,,,,해당없음,070-4155-8055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"""숨쉬기 편한 마스크"" [식약처인증]스누피 KF-AD 비말차단용 마스크 대형/소형 50매","9,800원",health,,,,,,,,,,,,,상품상세설명 참조,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,032-203-8856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,[선물하기단독]흉터전문 더마틱스울트라7g +응급키트&쇼핑백증정,"23,600원",health,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,[선물포장] 온감테라피 목마스크5매x2개+손목밴드5매x1개 + 다목적살균티슈10매x1개,"24,900원",health,,,,,,,,,,,,,상품상세설명 참조,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,해당없음,070-4155-8055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,[선물하기단독]흉터전문 더마틱스울트라7g +휴대용응급키트&쇼핑백증정 (더마틱스 울트라 키즈 7g),"23,600원",health,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,"사용 방법 가. 사용 전의 준비 사항 상처가 아물고 피부 표면 손상이 없어진 후 사용한다.   나. 사용 방법  아침, 저녁으로 1 일 2 회 또는 의사의 지시에 따라 흉터 부위에 투여한다.  흉터 부위를 씻고 건조시킨 후이 제품을 소량 취하여 부드럽게 마사지한다.  너무 많은 양을 취한 경우 과량을 티슈로 부드럽게 제거하여 옷에 얼룩이 생기지 않도록한다.  일단 건조 된 후에는 화장품 브러쉬로 화장을 할 수있다. 본 품은 어린이에도 사용할 수있다.","사용상의주의 사항 가. 사용시주의 사항 1) 열린 상처 나 새롭게 난 상처에 사용해서는 안된다. 2) 점막이나 눈에 가까운 부위에 사용해서는 안된다.  3) 항생제 나 다른 피부 치료제를 바른 후 사용해서는 안된다.  4) 깨끗하고 건조한 피부에만 사용해야한다.  5) 사용기 한이 지난 제품을 사용하지 말아야한다.   나.이상반응 이상 반응 드물게 피부 발적, 동통 또는 자극감이 일어날 수있다.  이런 또는 다른 이상 반응이 나타날 경우 의사 나 약사와 상의하십시오.   다.보관시주의 사항  1) 어린이의 손이 닿지 않는 곳에 보관한다. 2)열을 피하여 보관한다.",공정거래 위원회 고시 소비자 분쟁해결 기준에 의거 교환 또는 보상 받을 수 있습니다.,한국메나리니(주),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"""슬림한 다리 라인"" ""다리 붓기 이젠 안녕"" 동국제약 압박밴드 센시안 나이트케어(수면용 의료기기) + 쿨링패치","26,900원",health,,,,,,,,,,,,,센시안 나이트케어 외,,,,동국제약주식회사,대한민국,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,소비자 상담실 080-569-8607 (수신자부담),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,[슬로우랩] 꿀잠안대 무향 2개 (총 10매) + 쇼핑백 1개 증정,"9,900원",health,,,,,,,,,,,,,상품상세설명 참조,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,[꼭필요한선물] 한스웰 국산 MB필터 KF94 마스크 식약처 의약외품 개별포장 대형 100,"34,000원",health,,,,,,,,,,,,,KF94 한마음 황사마스크,,,,주식회사 한스웰,"국내산 (필터-중국산, 그 외 부자재-국내산)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,[슬로우랩] 꿀잠안대 라벤더향 2개 (총 10매) + 쇼핑백 1개 증정,"9,900원",health,,,,,,,,,,,,,상품상세설명 참조,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"""건강을 선물해요"" 시린이 치약","12,000원",health,,,,,,,,,,,,,마스 시린이 치약,,,,(주) 동일제약,대한민국,,,,,,,,,,,,,,,,,,,,,,,,,,,,,시린이 기능성 인증,070-7954-7878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"""학생 사무실 선물"" 골반교정방석 U자형 허리디스크 기능성 메모리폼 꼬리뼈","23,900원",health,,,,,,,,,,,,,,,,,착한컴퍼니,중국,,,상세내용참조,주식회사 착한컴퍼니 0507-1318-3012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"착한연구소 바른방석 - 기억형상소재,쿨링소재,폴리에스테르",딥그레이,45cm X 37.7cm,,,,,,,,,,,,,,,착한연구소 바른쿠션 포장박스 + 착한연구소 바른쿠션,세탁방법  1. 미온수 손세탁을 권장해드립니다. 2. 세탁기 사용시 그물망과 중성세제를 사용부탁드리겠습니다 ! 3. 강하게 탈수할 경우 제품의 변형을 초래할 수 있으니 주의해주세요 !,,,,,,,,,,,,,,
171,"""따뜻한 차 한잔의 선물"" 락앤락 티머그X 메디프레소 잎차 4box(320g)","39,900원",health,,,,,,,,,,,,,메트로 티머그 X 메디프레소,,,221126,㈜락앤락 / ㈜락앤락,중국,,,구매일로부터 1년,락앤락 고객지원팀 (080-329-3000),,,,,,,,,,,,,,,상세페이지 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,메트로 티머그 400ml / 메디프로소 티 세트,,,,,,,,상세페이지 참조,수입식품안전관리특별법에 따른 수입신고를 필함,,,,,,,,,
172,[1+1] 더블 남녀공용 신발 초경량 커플 운동화 런닝화 스니커즈 워킹화 SN608,"26,900원",health,,,,,,,,,,,,,,,,,㈜제이케이컴퍼니 / 수입관련 : ㈜제이케이컴퍼니,상세페이지참조,,"고온주의,화기주의","품질 보증 기준 제품 불량 시 본사 부담 하에 교환, 관련 법규 준수 소비자 분쟁 해결 기준에 따릅니다.",㈜제이케이컴퍼니 1588-8581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"니트,PVC","블랙,화이트","230,235,240,245,250,255,260,265,270,275,280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,휴족시간 쿨링시트 6매x5개 + 지압시트 4매x1개,"17,900원",health,,,,,,,,,,,,,상품상세설명 참조,,,,제조사:제국제약주식회사(일본)/수입판매자:라이온코리아주식회사(대한민국),일본,,,,,,,,,,,,,,,,,,,,,,,,,,,,,해당없음,070-4155-8055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"[추석 이벤트] ""부모님 선물 추천"" [선물포장] 보니엘 크리스탈 핸디형 루페","49,000원",health,,,,,,,,,,,,,,,,,아스카,대한민국,,가방에 수납 및 장시간 사용하지 않을 경우 렌즈를 보호하기 위하여 깨끗이 닦아 파우치에 넣어주세요. 고온 다습한 장소 및 온도가 낮은 곳에서 장시간 보관하지 마십시오. 충격 및 날카로운 물질에 부딪치면 렌즈가 손상될 수 있으니 주의하시기 바랍니다.,구매일로 1년,고기현 070-7798-6635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상세페이지 참조,,,,,,,,,,,,,,,,,,,,,,휴대용 루페,"셀룰로오스 아세테이트, 아크릴렌즈",,,,,,,
175,렉스타 종아리형 부드러운재질 의료용 압박스타킹 압박용밴드 약압 18-24mmHg (510),"32,000원",health,,,,,,,,,,,,,Rxtar Compression Calf Support,서울수신 11-837 광고심의필 유,대상아님,1995,Elastin Therapy.(주)도고메디칼,상품상세설명 참조,혈액이 고이는 것을 방지하기 위하여 신체의 일부분을 탄력으로 압박하거나 잡아주는 의료기기,착용시 손.발톱.반지.시계등에 걸리지 않도록 유의하세요.상세설명참조,대상아님,(주)도고메디칼 / 02-3664-8080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,[선물포장] 분코 어니스트 페이스트 시린이 치약 X 3개,"33,600원",health,,,,,,,,,,,,,,,,,,상품상세설명 참조,,,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,120g X 3개,치약,제조일자 기준 36개월,상세페이지 참고,제품별도표기 / (주)분코,상세페이지 참고,무,상세페이지 참고,070-8885-6008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,[슬로우랩] 빼독패치 쑥향 1개 (총 10매) + 쇼핑백 1개 증정,"9,900원",health,,,,,,,,,,,,,상품상세설명 참조,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,[슬로우랩] 그날의 패치 4+1개 (총 25매) + 쇼핑백 1개 증정,"19,900원",health,,,,,,,,,,,,,상품상세설명 참조,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,[선물포장] 시린덴트6024 치약 110g x 4개 + 휴대용 핸드워시 50mL 1개 증정,"20,900원",health,,,,,,,,,,,,,상품상세설명 참조,,,,라이온코리아주식회사,대한민국,,,,,,,,,,,,,,,,,,,,,,,,,,,,,해당없음,070-4155-8055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,"""숙면&힐링 선물 "" [쇼핑백 증정]동국제약 ""굿나잇 선물 세트"" 굿잠 코스프레이 30ml + 스팀안대 10입","19,900원",health,,,,,,,,,,,,,굿잠 코스프레이 30ml 외,,,,동국제약주식회사,대한민국,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,소비자 상담실 080-569-8607 (수신자부담),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"오색빛 ""무지개떡"" 마스크 선물세트(총150매)(톡별)","15,900원",health,,,,,,,,,,,,,상품상세설명 참조,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,[선물포장] 베스트 1위 휴대폰태블릿거치대 100CM+2M 케이블 세트(톡별),"23,000원",health,,,,,,,,,,,,,상품상세설명 참조,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,상품상세설명 참조,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,,,,,,
183,휴족시간 일랑일랑18매x1개+쿨링시트6매x3개+살균티슈10매x1개+지압자극4매입x1개,"17,900원",health,,,,,,,,,,,,,휴족시간 일랑일랑 지함  18매입,,,,라이온코리아주식회사,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,해당없음,070-4155-8055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,[오늘도 고생했어]휴족시간 쿨링시트6매X10개(총60매) + 지압자극시트4매입x1개,"29,800원",health,,,,,,,,,,,,,휴족시간 쿨링시트 6매입,,,,라이온코리아 주식회사,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상세페이지참조,070-4155-8055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"[직장인 선물] ""바른자세의 시작"" 리빙숲 각도조절 가능 브리즈 사무실 발받침대/다리받침대","20,900원",health,,,,,,,,,,,,,,,,,리빙숲,대한민국,,,상세페이지 참조,텐바이텐 고객행복센터 1644-6035,,,,,,,,,,,,,대상아님,,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,그레이/블랙,,,,,,,,,,,,브리지 발받침대,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,
186,"""후기만족도 100%"" (후기이벤트/무선/저주파) 제스파 이플로 목걸이 EMS 목안마기 어깨 마사지기 ZP5410","36,800원",health,,,,,,,,,,,,,상품상세설명 참조,,상품상세설명 참조,2022년 03월,상품상세설명 참조,상품상세설명 참조,,,소비자 보호법에 따름,제스파 고객센터 1544-2933,,,,,,,,,,,,,유,해당사항 없음,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,'일상 속 힐링' 비타민 입욕제 2종세트 (레몬&자몽향) (선물포장),"17,900원",health,,,,,,,,,,,,,,,,,,대한민국,,,상세페이지 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,290g*2병,모든피부사용가능,제조일로부터 2년,상세페이지,(주)아로마뉴텍,상세페이지 참조,해당사항없음,상세페이지 참조,1544-2431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,마이플립 손편한 세상 땅콩마사지기,"21,900원",health,,,,,,,,,,,,,상품상세설명 참조,,상품상세설명 참조,2020년 2월,상품상세설명 참조,상품상세설명 참조,,,관련법 및 소비자분쟁해결기준에 따름,031-790-1554,,,,,,,,,,,,,상품상세설명 참조,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,"피로가 싸악- 제2의 심장, 발건강 지압 슬리퍼 (+보약양말증정)","16,900원",health,,,,,,,,,,,,,피로가 싸악- 지압슬리퍼+보약양말,,,,(주)바나나코퍼레이션,중국,,,,,,,,,,,,,,,,,,,,,,,,,,,,,해당없음,1644-7299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,"""비염에 좋은 부드러운 티슈"" 환절기 필수템으로 비염인을 위한 센스있는 선물","11,900원",health,,,,,,,,,,,,,상세페이지참조,,,,유한킴벌리,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,해당없음,제품문의 080-022-7007 / 교환반품문의 033-761-0269(구매 수량에 따라 교환/반품비 차등 적용),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,[숨지킴이 편안한마스크]국내생산/새부리형/일회용마스크 성인용(라지) 화이트 50매,"10,900원",health,,,,,,,,,,,,,숨지킴이 편안한마스크 성인용(라지) 화이트 50매,,,,(주)지앤티클린,대한민국,,,,,,,,,,,,,,,,,,,,,,,,,,,,,해당없음,"070-4121-4225, 010-4675-0553 (영업일기준/점심시간 12:30~13:30 상담불가)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,렉스타 의료용 압박스타킹 종아리형 단단한재질 압박용밴드 중압 (505),"30,500원",health,,,,,,,,,,,,,Rxtar Compression Calf Support,서울수신 11-837 광고심의필 유,대상아님,199508,Elastin Therapy.(주)도고메디칼,상품상세설명 참조,혈액이 고이는 것을 방지하기 위하여 신체의 일부분을 탄력으로 압박하거나 잡아주는 의료기기,착용시 손.발톱.반지.시계등에 걸리지 않도록 유의하세요.상세설명참조,해당없음,(주)도고메디칼 / 02-3664-8080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,[교보문고]우울할 때 곁에 두고 읽는 책,"15,120원",health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145 * 220 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,단품,,,,,,,,,,우울할 때 곁에 두고 읽는 책,스칼릿 커티스 외 지음 | 최경은 옮김,윌북,400쪽,2020년 12월 01일 출간,.
194,괄사+마사지롤러 세트 괄사마사지기 림프순환 바디 얼굴,"14,900원",health,,,,,,,,,,,,,,,,,상세페이지참조,상품상세설명 참조,,상세페이지참조,상세페이지참조,1599-7814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상세페이지참조,,,,,,,,,,,,,,,,,,,,,,상세페이지참조,상세페이지참조,,,,,,,
195,빅엔터 USB / 초대형 엔터키/ 낮잠쿠션/ 스트레스해소 (ID-K100),"12,900원",health,,,,,,,,,,,,,아이디스킨 빅엔터 USB 쿠션 / ID-K100,,DC5V,2018년 1월,제조사: YIUW LIMIT / 수입사: (주)리미트,상품상세설명 참조,,,소비자보호법을 따릅니다.,리미트 고객센터 042-253-3352 / 무상AS기간: 구매일로부터 3개월,,,,,,,,,,,,,MSIP-REI-lmt-ID-K100,,,,,,,,,,140*200*100(mm) / 80(g),USB를 연결하여 사용하는 엔터키와 쿠션입니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,"""슬림한 다리 라인"" ""다리 붓기 이젠 안녕"" 동국제약 압박밴드 센시안 릴렉스(종아리형/무발)+쿨링 패치(4매)","17,900원",health,,,,,,,,,,,,,센시안 릴렉스 외,,,,동국제약주식회사,대한민국,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,소비자 상담실 080-569-8607 (수신자부담),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
