,name,price,type,제품명,"수입품의 경우 생산자, 수입자 및 제조국",식품의 유형,제조업소의 명칭과 소재지,"제조연월일(포장일 또는 생산연도), 유통기한 ","포장단위별 내용물의 용량(중량), 수량",원재료명 및 함량,영양성분,유전자 변형 식품의 경우 표시,소비자 안전을 위한 주의사항,수입식품인 경우 “수입식품안전관리특별법에 따른 수입신고를 필함”의 문구,소비자 상담 관련 전화번호,품명 및 모델명,재질,구성품,크기,출시년월,제조사,제조국,수입식품안전관리특별법에 따른 수입신고,품질보증기준,A/S 책임자,종류,소재,치수,취급시 주의사항,품목 및 제품명,용도 및 제형,제조연월 및 유통기한,"중량, 용량, 매수","효과,효능",제조국 및 제조사,어린이 보호포장 대상 제품 유무,제품에 사용된 화학물질 명칭,사용상 주의사항,신고번호 또는 승인번호,발행자,유효기간,교환권 공급자,이용조건,이용 가능 매장,환불조건 및 방법,소비자상담 관련 전화번호,품목 또는 명칭,"포장단위별 내용물의 용량(중량), 수량, 크기",생산자,농수산물의 원산지 표시에 관한 법률에 따른 원산지,"제조연월일(포장일 또는 생산연도), 유통기한",관련법상 표시사항,상품구성,보관방법 또는 취급방법,용량 또는 중량,제품 주요 사양,사용기한 또는 개봉 후 사용기간,사용방법,화장품제조업자 및 화장품책임판매업자,화장품법에 따라 기재·표시하여야 하는 모든 성분,기능성 화장품의 경우 화장품법에 따른 식품의약품안전처 심사필 유무,사용할 때 주의사항,소비자상담관련 전화번호,제품 소재,색상,제품구성,세탁방법/취급시 주의사항,"법에 의한 인증, 허가 등을 받았음을 확인할 수 있는 경우 그에 대한 사항",A/S 책임자와 전화번호 또는 소비자상담 관련 전화번호,기능정보,"섭취량, 섭취방법, 섭취시 주의사항 및 부작용 발생 가능성",영양정보,질병의 예방 및 치료를 위한 의약품이 아니라는 내용의 표현,제조연월,KC 인증 필 유무,정격전압/소비전력,"크기,무게",주요 사양,HB21-26-0383,사용연령 또는 체중범위,"취급방법 및 취급시 주의사항, 안전표시 (주의, 경고 등)","크기, 중량",소재/순도/밴드재질,중량,제조자,착용 시 주의사항,보증서 제공 여부,도서명,저자,출판사,쪽수,출간일,목차 또는 책소개
179,"""불멍하며 커피한잔"" '핑크핑크 불멍 캔들' 우드심지 브라운 소이캔들+성냥 [선물포장]","11,500원",samll_gift,,,,,,,,,,,,010-8860-7554,,,,,,,,,,,,,,,루비스 소이캔들,용도 : 방향용 / 제형 : 연소형,주문후 3일 이내 제조/해당 없음,상품상세설명 참조,해당 없음,상품상세설명 참조,해당 없음,"수소화된 소이빈 오일, 향료(벤질벤조에이트 등)",상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,"""컴팩트&유니크한!"" 카카오프렌즈 춘식이 2023 빼꼼 탁상 캘린더 2개 세트","12,000원",samll_gift,,,,,,,,,,,,,상세이미지 참조,,,,,상세이미지 참조,상세이미지 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상세이미지 참조,상세이미지 참조,,,,,,,,,,,,,,,,,,,,,,,,
181,"아프다고 굶지마요, 본죽 14종+장조림 set (총 7팩/10팩)","19,900원",samll_gift,"아프다고 굶지마요, 본죽 14종+장조림 set (총 7팩/10팩)",동방푸드마스타 / 농업회사법인 올레㈜,즉석조리식품(레토르트식품) / 조림류(멸균제품),(주)동방푸드마스타(충북 음성군 대소면 대금로 105번길 70) / 농업회사법인 올레㈜(경기도 양주시 장흥면 권율로29번길 115-82),제조일로부터 1년 / 제조일로부터 9개월,상세페이지 참조,"미니장조림: 본장조림소스[정제수,양조간장{탈지대두(외국산:인도산,미국산,중국산)},야채엑기스{육수농축액(소고기:호주산)},설탕,생강,복합조미식품],쇠고기(호주산) /  전복죽 : 정제수, 멥쌀(국산), 전복(외국산:필리핀, 말레이시아, 인도네시아 등), 찹쌀(국산), 생미분, 양파, 표고버섯(국산), 바지락엑기스, 새송이버섯, 마늘, 참기름, 정제소금, 기타가공품, 효모추출물, 향미증진제 /  쇠고기죽: 정제수, 멥쌀(국산), 쇠고기(호주산), 양파(국산), 찹쌀(국산), 생미분, 표고버섯, 우지(호주산), 당근(국산), 부추(국산), 애호박(국산), 참기름, 정제소금, L-글루탐산나트륨(향미증진제), 소고기엑기스, 마늘(국산), 사골추출물, 기타가공품 /  보양삼계죽: 정제수, 닭고기(국산), 멥쌀(국산), 치킨맛육수베이스{닭뼈(국산), 치킨엑기스(계육 : 국산)}, 찹쌀(국산), 양파, 생미분, 당근, 대파, 사골추출액, 마늘, 치킨팻(인도네시아산), 인삼(국산), 기타가공품 /  낙지김치죽: 정제수, 김치{절임배추(배추 : 국산), 무(국산), 다시마육수, 고춧가루(중국산), 밀가루풀}, 멥쌀(국산), 콩나물(국산), 낙지(베트남산), 찹쌀(국산), 김치엑기스, 대파, 생미분, 설탕, 마늘, 동치미농축액, 야채풍미농출액, 복합조미식품, 소스, 고춧가루, 향미증진제, 기타가공품, 식물성분해단백, 파프리카추출색소, 효모추출물, 호박산이나트륨 / 단호박죽 : 정제수,스팀단호박(단호박100% : 중국산), 단호박페이스트(단호박 100% : 중국산), 설탕, 생미분(국산), 혼합분유, 정제소금 /  통단팥죽 : 정제수, 팥(중국산), 설탕, 덱스트린, 생미분(국산), 혼합제제(변성전분, 덱스트린), 정제소금(국산), 복합조미식품, 기타가공품, 잔탄검, 메틸셀룰로오스 / 전복죽 : 정제수, 멥쌀(국산), 전복(외국산:필리핀, 말레이시아, 인도네시아 등), 찹쌀(국산), 생미분, 양파, 표고버섯(국산), 바지락엑기스, 새송이버섯, 마늘, 참기름, 정제소금, 기타가공품, 효모추출물, 향미증진제 /  쇠고기죽 : 정제수, 멥쌀(국산), 쇠고기(호주산), 양파(국산), 찹쌀(국산), 생미분, 표고버섯, 우지(호주산), 당근(국산), 부추(국산), 애호박(국산), 참기름, 정제소금, L-글루탐산나트륨(향민증진제), 소고기엑기스, 마늘(국산), 사골추출물, 기타가공품 /  보양삼계죽 : 정제수, 닭고기(국산), 멥쌀(국산), 치킨맛육수베이스{닭뼈(국산), 정제소금(국산)}, 찹쌀(국산), 양파, 생미분, 당근, 대파, 사골추출액, 마늘, 치킨팻(인도네시아산), 인삼(국산), 기타가공품 / 단호박죽 : 정제수, 스팀단호박(단호박100% : 중국산), 단호박페이스트(단호박100% : 중국산), 설탕, 생미분(국산), 혼합분유, 정제소금 /  화끈짬뽕죽 : 정제수, 쌀(국산), 문어(필리핀산), 당근(국산), 배추(국산), 대파, 찹쌀, 콩기름, 마늘, 생이분, 양파, 오징어추출페이스트, 고추씨기름, 홍합엑기스, 홍청양고추농축액, 홍고추, 치킨맛육수베이스, 양념다대기, L-글루탐산나트륨(향미증진제), 소스, 복합조미식품, 정제소금, 효모추출물, 기타가공품, 파프리카추출색소, 크러쉬드레드페퍼, 고춧가루, 향미증진제, 호박산이나트륨 /  미역죽 : 정제수, 멥쌀(국산), 쇠고기(호주산), 찹쌀(국산), 사골추출물, 생미분, 마늘, 염장미역(미역:국산), 참기름, L-글루탐산나트륨(향미증진제), 콩발효맛내기진, 기타가공품, 향미증진제","미니장조림: 열량65kcal,나트륨630mg,탄수화물5g,당류6g,콜레스테롤140mg,지방1g트랜스지방0g,포화지방0.6g,단백질7g /  전복죽: 열량95kcal,나트륨400mg(20%),탄수화물17g(5%),당류0g(0%),콜레스테롤5mg(2%),지방1.8g(3%),트랜스지방0g,포화지방0g(0%),단백질3g(5%) /  쇠고기죽: 열량135kcal,나트륨410mg(21%),탄수화물18g(6%),당류0g(0%),콜레스테롤10mg(3%),지방4.9g(9%),트랜스지방0g,포화지방1.7g(11%),단백질5g(9%) /  보양삼계죽: 열량125kcal,나트륨430mg(22%),탄수화물18g(6%),당류0g(0%),콜레스테롤20mg(7%),지방0.8g(5%),트랜스지방0g,포화지방0.8g(5%),단백질7g(13%) /  낙지김치죽: 열량120kcal,나트륨620mg(31%),탄수화물23g(7%),당류3g(3%),콜레스테롤20mg(7%),지방0.7g(1%),트랜스지방0g,포화지방0g(0%),단백질5g(9%) / 단호박죽 : 열량135kcal,나트륨300mg(15%),탄수화물30g(9%),당류17g(17%),콜레스테롤0mg(0%),지방0.9g(2%),트랜스지방0g,포화지방0g(0%),단백질2g(4%) / 통단팥죽 : 열량190kcal,나트륨280mg(14%),탄수화물40g(12%),당류11g(11%),콜레스테롤0mg(0%),지방0g(0%),트랜스지방0g,포화지방0g(0%),단백질7g(13%) / 전복죽 : 열량165kcal,나트륨660mg(33%),탄수화물29g(9%),당류0g(0%),콜레스테롤10mg(3%),지방3g(6%),트랜스지방0g,포화지방0.6g(4%),단백질5g(9%) / 쇠고기죽 : 열량220kcal,나트륨670mg(34%),탄수화물29g(9%),당류0g(0%),콜레스테롤15mg(5%),지방8g(15%),트랜스지방1g미만,포화지방2.8g(19%),단백질8g(15%) / 보양삼계죽 : 열량205kcal,나트륨700mg(35%),탄수화물29g(9%),당류1g미만(1%),콜레스테롤30mg(10%),지방4.5g(8%),트랜스지방0g,포화지방1.3g(9%),단백질12g(22%) / 단호박죽 : 열량225kcal,나트륨500mg(25%),탄수화물50g(15%),당류27g(27%),콜레스테롤0mg(0%),지방1.5g(3%),트랜스지방0g,포화지방0.7g(5%),단백질3g(5%) /  화끈짬뽕죽 : 열량275kcal, 나트륨690mg(35%), 탄수화물31g(10%), 당류3g(3%), 콜레스테롤50mg(17%), 지방13g(24%), 트랜스지방0g, 포화지방2.2g(15%), 단백질8g(15%) / 미역죽 : 열량190kcal,나트륨790mg(40%),탄수화물30g(9%),당류0g(0%),콜레스테롤10mg(3%),지방4g(7%),트랜스지방0g,포화지방1.2g(8%),단백질8g(15%)",해당사항 없음,포장지가 날카로우니 개봉 및 섭취 시 주의하시기 바랍니다.,해당사항 없음,1588-6219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,춘식이 미니 페이스 쿠션_기쁨/서럽/멘붕,"17,000원",samll_gift,,,,,,,,,,,,,춘식이 미니 페이스 쿠션_기쁨 8809814928065 / 춘식이 미니 페이스 쿠션_서럽 8809814928089 / 춘식이 미니 페이스 쿠션_멘붕 8809814928096,"[표면] 폴리에스터 96%, 폴리우레탄 4% [솜] 폴리에스터 100%",,,2022.09,토이스토리,중국,,본 제품은 공정거래위원회 고시 소비자 분쟁해결기준에 의거 교환 및 보상을 받으실 수 있습니다.,카카오프렌즈 고객센터 1577-6263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,혼합,,,,,,,,,,해당사항 없음,,,,,만 3세이상,1. 포장은 반드시 부모님(보호자)께서 개봉해 주시고 분리수거해 주십시오. 2. 제품 용도 이외에는 사용하지 마십시오. 3. 입에 넣고 물거나 빨지 않도록 주의하십시오. 4. 불에 직접 닿거나 가까이하지 마십시오. 5. 세탁기 사용을 금하고 손으로 세탁하여 주십시오. 6. 물에 젖을 경우 그늘에서 말려 주십시오.,"300*150*250, 287g",,,,,,,,,,,
183,혀땳은앙꼬 동전지갑,"13,000원",samll_gift,,,,,,,,,,,,,,,,,,(주)오로라월드,중국,,본 제품은 공정거래위원회 고시 소비자 분쟁해결기준에 의거 교환 및 보상을 받으실 수 있습니다.,카카오프렌즈 고객센터 1577-6263,동전지갑,[겉감/안감/충전재] 폴리에스터 100%,"약 15*13*2cm, 23g내외","1)&nbsp;포장은 반드시 부모님(보호자)께서 개봉해 주시고 분리 수거해 주십시오. 2)&nbsp;제품 용도 이외에는 사용하지 마십시오. 3)&nbsp;입에 넣고 물거나 빨지 않도록 주의 하십시오. 4)&nbsp;불에 직접 닿거나 가까이 하지 마세요. 5)&nbsp;만 3세 미만의 어린이가 사용하기에는 부적절하나, 만약 사용하게 된다면 보호자의 눈에 띄는 곳에서 사용하게 하십시오. 6)&nbsp;물에 젖을 경우 그늘에서 말려 주십시오.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,"""포근한 잠자리 정석"" ""자꾸만 손이 가는 촉감!"" 모찌 바디쿠션 바디필로우 3종택1 (톡별)","12,900원",samll_gift,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,,,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,
185,아임 일자형 바디필로우 롱쿠션 베개 120cm 3종택1,"12,900원",samll_gift,,,,,,,,,,,,,,,,,,제조자 : 삼익가구OEM / 수입자 : 해당없음,상품상세설명 참조,,"품질보증기간은 제품불량의 경우 최초 구입일로 부터 1년이내 무상 A/S 가능하며, 교환 및 환불 피해보상은 재정경제부 고시 소비자 피해보상규정에 따릅니다. (보증기간이 지났거나 사용상의 부주의, 부당한 수리나 개조, 천재지변에 의한 고장이 발생할 경우 유상으로 부품교환,수리가 가능합니다.)",고객만족팀 (연락처 : 1644-6025)A/S는 본사 담당자를 통하여 접수 후 처리해 드립니다.자세한 내용은 상품상세설명을 통해 확인 가능합니다.,,,"전체:총길이:120cm, 둘레:60cm(±5%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,커버:마이크로폴리 100% / 충전재:화이바솜,"솔리드그레이, 체크그레이, 체크화이트",바디필로우 ㅡ자형,상세페이지 참조,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"""불멍도 키치하게"" 미니 캐니스터 캔들","12,500원",samll_gift,,,,,,,,,,,,상품상세설명 참조,,,,,,,,,,,,,,,상품상세설명 참조,방향용 / 분사형-기타(연소형),상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,대한민국 / 오제티캔들,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,짱구는 못말려 무릎담요 140x100 2colors,"12,000원",samll_gift,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,,,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,
188,[단독+쇼핑백] 더블유드레스룸 가을향 출시 드레스퍼퓸 70ml 2개입+핸드크림 50ml,"15,000원",samll_gift,,,,,,,,,,,,고객센터 : 02-511-5301,,,,,,,,,,,,,,,드레스퍼퓸,섬유탈취제 및 섬유향수,제조일로부터 3년 / 1년 이내 제조상품 발송,상품상세설명 참조,상품상세설명 참조,대한민국 / (주)트랜드아이,해당없음,상품상세설명 참조,상품상세설명 참조,제 HB20-13-1981 호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,"""집들이 홈카페 선물"" 머그잔+컵받침 세트 3종 택1","9,900원",samll_gift,,,,,,,,,,,,,"""집들이 홈카페 선물"" 머그잔+컵받침 세트 4종 택1",상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,22년 05월 이후,"제이블룸, 협력업체",중국,수입식품안전관리 특별법에 따른 수입신고를 필함 / 시험성적서 CT22-064128K,제품에 이상이 있을경우 공정거래위원회 고시 '소비자분쟁해결 기준'에 의해 보상해드립니다.,제이블룸 1644-4715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,"""넌 나의 비타민"" 귀여운 말랑모찌 과일 쿠션 3종택1 (톡별)","12,900원",samll_gift,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,,,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,
191,"""안고만 있어도 좋아"" 룸앤홈 대형 모찌 쿠션 바디필로우 3종택1","16,900원",samll_gift,,,,,,,,,,,,,,,,,,룸앤홈/서흥인터내셔날,상품상세설명 참조,,상세페이지참조,1588-5806,,,상세페이지참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"폴리에스터,폴리우레탄",상세페이지참조,상세페이지참조,상세페이지참조,,,,,,,,,,,,,,,,,,,,,,,,,,
192,"""달콤한 하루"" 페레로로쉐 T16","13,000원",samll_gift,상품상세설명 참조,상품상세설명 참조,초콜릿 가공품,제조원:FERRERO S.P.A 이탈리아 /수입원 :페레로 아시아 리미티드 한국지점,"최신상품으로 수입,판매중, 제조일로부터 6개월, 3개월 이상 남은 제품으로 출고중.","상세페이지 참조., 페레로 로쉐 T16 * 1개",상세페이지 참조.,상세페이지 참조.,해당없음,상품상세설명 참조,식품위생법에 따른 수입신고를 필함,1544-2431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,"""행운을 담은"" 노티드 밀키팜 카라멜 틴케이스 4종 택 1 (18개입)","13,900원",samll_gift,노티드 밀키팜 카라멜,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,제품 별도 표시,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,[시험응원선물] 쇼코실록 '술술~ 풀려라 떡! 붙어라',"16,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,"""응원선물"" ""다 잘 될거야"" 페레로로쉐 T16 벨","16,500원",samll_gift,페레로로쉐 T16 벨,상품상세설명 참조,초콜릿가공품,"수입원 : 페레로 아시아 리미티드 한국지점 서울 특별시 서초구 마방로 10길5,13층 1302(양재동,태석빌딩) 판매원 : 매일유업(주) 경기도 평택시 진위면 진위서로 63","기재되어 있지않음, 입고시마다 변경이 잦아 판매자 측으로 연락주시면 빠른 답변드릴 수 있도록 하겠습니다.",상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,해당사항없음,"부정, 불량식품 신고는 국번없이 1399",수입식품안전관리특별법에 따른 수입신고를 필함,010-2423-7215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,"[크리스마스 초콜릿] ""겉은쫄깃 속은촉촉"" 쇼코실록 파베 생초콜릿(20개입)","15,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,노티드 봉봉 초콜릿 1팩 (9개입),"19,900원",samll_gift,노티드 봉봉,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,유통기한 제품의 표시일까지,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,2022 크리스마스 엠앤엠즈 어드벤트 캘린더,10%,samll_gift,상세페이지참조,상세페이지참조,초콜릿가공품,상세페이지참조,수시생산으로 정확한 제조연월일을 표기가 어렵습니다. 정확한 제조연월일은 문의 바랍니다.,상세정보참조,상세정보참조,상세정보참조,해당없음,"직사광선을 피하여 온도, 습도가 낮은 곳에 보관하시고 개봉 후 가능한 빨리 드십시오.",수입식품안전관리특별법에 따른 수입신고를 필함,리우 1599-7590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,"""맥주맨날먹을거야"" 홈카페선물 튤립 고블렛 맥주잔 2인세트 (라탄코스터 플레이트)","25,900원",samll_gift,,,,,,,,,,,,,고블렛 맥주잔 -택1,유리제/라탄/우드외 상세참조,컵2+라탄받침2+엽서1+선물포장 외 -택1,상품상세설명 참조,22022.01,"컵(파사바체),받침(영진),접시,스푼(DA컴퍼니),엽서,박스(알럽하우스)","컵(터키),받침,엽서,박스(한국)/접시(필리핀),스푼(베트남),엽서,박스(한국)",수입식품안전관리 특별법에 따른 수입신고를 필함,소비자분쟁해결기준(공정거래위원회 고시)및 관계법령에 따릅니다.,알럽안심센터 / 010-2262-8588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,미민 투홀 핑거 스마트폰 터치장갑 18color,"19,900원",samll_gift,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,강은숙,울 스마트폰 터치 장갑,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,"""행운 가득 선물"" 그랜드 페레로 로쉐 125g 1개 (a.k.a 대왕로쉐)","12,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,유통기한 : 2022-04-26,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,"""황금빛 행운을 부르는 달콤한"" 킷캣 한정판 골드바 초콜릿 (45g*4개)","9,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,제조일자 : 2022.08.01 이후 / 유통기한은 제조일로부터 12개월,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,해당없음,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
